temp,prcp,RH
10.195047951329505,79.9845606853889,74.59035030083615
32.73637734717507,81.6464355785497,81.97226517390763
15.319192293821537,60.6467143535253,60.35156125102966
20.140858210496397,96.10842268337707,86.81271106719157
25.87191894635655,65.00550817270884,42.47490012370106
18.856557163103822,22.879923665679513,36.782781269362985
21.407439940573138,61.78091424913552,56.66185535194138
26.857119028958593,56.1586612446739,49.50110285553066
34.402051269331636,66.86339660119506,37.66140751525006
32.82599531988382,49.07485796907007,43.28547925035
31.304733262682934,21.887957972024203,79.562598064443
24.696639673132026,92.0783403876327,55.884732835521476
17.22746930500019,27.735137089508704,53.099508449807274
34.994806163099724,66.12221875310729,79.57506348156835
20.89531965140526,17.611623590751098,57.58847117191787
15.845106705544147,43.44372397796262,48.47496942912221
15.887864111584534,72.02991323538322,35.14943024538147
30.09721869494919,28.677356604799115,72.30651551151588
23.45643859555407,44.027970061247196,78.93203055891888
22.232677611847407,14.303360601299913,70.41736911293022
32.47942508777639,66.22906610826549,41.21660560953437
11.38277317910547,17.971379967878182,49.6610969866101
10.285319608510367,40.25445054356763,68.13541794808044
31.64218199136002,69.66341861485344,63.2668229556662
18.440102946640884,31.82361663096443,56.1175861165152
29.91033389528164,28.252205781281262,59.63747325696673
16.59687816338091,67.33200205905862,51.86325127568392
14.245375376057364,81.55529365194096,62.39723228881296
26.868627482008105,12.032825330960566,86.39587974882839
22.190234665622718,30.19491619193199,56.02280194322688
23.01299527372951,16.625221983771183,72.6333337718803
11.96585492042928,87.52200377969096,71.19853008535954
20.04380653591722,60.77947960665882,75.17551538271864
18.099494507735578,59.519107321459934,80.69096799483856
20.121439618843254,99.65661861303992,79.72769613029241
12.85126601245522,93.71724124988422,62.73352500729844
24.113735953593505,48.648111664841075,84.12858080150141
14.601510749793118,13.028232491626074,53.13886988544598
12.317699919682992,30.805022888348564,36.776714621849386
18.091443564433796,56.11588970211767,81.85238464447922
20.476966607682133,54.034124657792376,54.389557611199095
11.884154188581746,96.04989397262678,56.05080248920786
19.29376236314857,10.999086518508488,60.479684649855585
14.833886219305134,85.88508084884658,46.93078804184586
14.81950047519089,55.895288063659336,82.21923200378237
27.099696148490835,93.78980012109494,84.51067872845483
27.10185461303368,64.57835464873925,82.41005386783226
17.51283082924642,44.87454054927775,68.29827570662351
15.39666752810372,70.59047757848535,66.63555297017072
15.419678530224722,86.0501385557704,43.291403904487325
28.246978899203558,32.00364779111866,35.17410575021749
10.00720214692943,51.24351495448756,34.433321479006416
33.17410895093987,57.09794238406547,40.16112281465872
34.897493372454456,13.992756942187963,35.76282996049445
33.75659923504935,35.685459461255654,83.76144039906885
21.352018968163797,10.134014575596389,81.21471156297558
13.921036519923105,37.5173194652492,57.23188982330207
29.81015729499176,62.29485863192131,53.140227654552525
11.724872649415804,30.09031354720012,58.508577200840264
28.504732117698495,85.66890389315026,53.15208585945086
32.082671520617154,37.65774675689645,76.25258241733681
15.6748908895038,68.2910992357831,79.8363537457814
11.92721259031817,62.17933759643934,57.18499552067668
28.44308543225224,77.55823643804453,41.25762726969165
16.68365122350424,96.7950111738341,31.962296043630708
19.95879774091123,64.53730783229085,67.97084627291513
22.59118519943002,13.472487205691355,87.1357294391203
34.07090711664369,43.78342705414216,63.069654534218685
29.152909530634986,98.22711828322004,34.13564147257932
32.63068891222727,91.98386081082344,45.61891340710616
29.02225195464458,27.480169041521748,63.19229109908198
33.29191082655265,64.9407938701564,32.82166245512155
20.160702944715222,75.77000222019599,60.572579991091864
31.445923676612143,69.38662371156059,73.66736043022503
24.022663117419565,62.48019762283002,31.394432938212113
12.556402168015007,48.09063571325782,58.68084659604001
21.139248689189497,19.797534174100996,79.38735550860808
23.863571972235746,76.30553931840005,51.52032523688213
14.789332230412938,71.15732489241985,71.40424666306222
31.634698688726438,20.28401426138526,44.92404951278472
23.77133664736545,18.35921796787006,71.79236223903476
