temp,prcp,RH
33.28375500692957,10.239125012743685,40.265793067826294
28.480951754780463,67.12292414595706,71.0518399119529
22.628540543099586,48.61112572128403,41.42000246860325
27.79067215483679,48.651929135597804,68.4722232708016
21.26619759634615,22.20683316200404,50.07852639194213
15.131043501835268,22.814733031109107,39.80230445033268
34.48639205780445,65.13142897909502,46.5748328581537
29.197458408873295,96.72437933350231,68.6788153533509
16.037141167058472,77.262169056584,41.60675308425249
14.411324570603654,39.01124471829341,59.68226969006279
14.462006428656927,75.18500650369006,85.38449215113954
26.64581917323759,26.527856142410815,81.42825658091564
12.004079050987967,63.11783923562946,84.20252923881894
31.864784701867247,26.113104541240137,85.51236170828071
33.29121343509055,95.87879684862115,86.55770189270616
14.48551533717288,67.42334084436624,44.6589201297962
32.91541916229322,18.628068890957337,79.30825778910693
20.78778593788146,13.210860413786845,49.39624223188289
32.710384784873085,40.78117182277744,74.37552346621302
27.032605239833604,73.84920646021179,88.75492216260992
25.29989372891894,28.067698897159072,68.41700919274169
27.224787698789548,95.7016399517183,87.18586368096845
12.4559477082328,85.65077561672727,47.16932769229473
14.704511442117365,16.774374458233673,77.35696787739506
33.54325220740535,25.865533638056384,80.9862204941993
29.888818347937903,17.92974055923351,62.14140477048791
30.830298446656048,63.006349435363234,72.87811519149275
12.705300651026704,49.41578673397017,69.06875759745103
18.28343132296395,14.335469614797361,52.61684014884358
19.601741941444693,97.18770312608052,65.17534411010769
19.40473659172965,75.23765658986287,43.63392401632758
15.768006543383475,19.17935380417406,63.40373573301872
30.51691299449267,98.82693794692335,42.04392274793936
33.39996070700399,24.603806547140838,47.349493597131584
31.297479258084866,13.073341568111543,75.81932587462362
28.90840151485019,97.3567970183573,45.57163938964752
25.44339016981324,87.38169207689832,41.585867791896646
17.20480455202943,61.019577850408005,71.7545661032172
26.441478759330618,81.83272443589341,38.567902816018844
34.363638384106295,66.3307069001167,57.357165943494564
27.11289292575098,23.348415181854,69.92886432429992
30.9911804836196,95.56938849763552,61.809137510412356
17.013226170832514,81.5352946148582,79.49417633492116
28.440440962107996,40.08701485375705,82.47739038548397
16.271815419782584,32.64084162011271,45.181689971790554
25.999058927564796,94.93926636355363,80.35899261446838
22.47642065744775,65.98154950632477,62.72781256933381
14.549879083809405,93.73668134267761,86.86519807322529
18.38049208520825,83.02710903202616,59.02260644833384
34.23564342314704,82.95391965296288,72.8147305662095
13.08566635334468,30.5238340364415,61.22953428046721
23.355519653621577,66.88730029349503,82.4937061931395
31.15781505114982,66.68989681884173,74.12570515871906
30.2279276555822,52.20925819197129,89.80607264021823
15.947413638467236,83.89414888530148,82.17830976127897
22.047706616548744,22.4371674213683,77.42295888517359
33.66540890211925,27.15792799075426,63.57697270316341
13.330812243973181,40.18155060459421,69.73460966379568
29.2628833097302,13.76211814427326,68.12051696016147
19.846136552621033,56.37998998165393,59.995892105902236
14.467676530191037,23.120204644211807,51.6008260575086
30.111614232166673,82.67193557197942,67.56450530084993
14.411409394185823,36.73592450692277,40.52007419924783
11.351955626950549,23.075822486825444,32.16215930858573
11.330149374482708,16.361341446429016,57.0215688434084
10.668728173294241,29.90071826633585,40.53938344313549
12.890921587541587,53.67973158606167,46.85881133518996
34.51851890730496,15.053714490416752,62.233197666185966
27.866437995009505,48.67408601778286,36.759596952479114
12.429369845580887,52.80078313115068,51.65662383893411
19.53863513094533,64.27160941521076,76.03337306896245
17.63737232320793,91.92447107230501,38.19709703274494
20.18598210447259,99.67139050746913,46.660619178695356
20.444659366829367,66.82860997449066,66.29175669798653
19.227857822621445,42.88139960949948,73.69236437176403
25.134597537743623,44.41855321329492,68.87822973030535
28.62335358994665,58.066798762597465,72.74245628914682
27.645692816014304,42.980200859507555,77.05104410871692
26.64807601034543,12.983560659910875,68.94212393147635
14.621648736451114,83.8554484271832,52.11343199564158
23.715601312415835,82.02854086317117,86.32830781271913
34.496767925468404,18.63068290173797,42.009368238780915
30.012411671980036,54.880485845288135,31.65206304949659
20.848542210007803,22.07751317275632,50.75404766416738
11.396910366183954,15.397874463897029,71.35443743439653
32.34253644897794,63.170785520647584,58.65792616998472
18.560322037150193,57.55414634476348,89.30298848599162
23.32830049202175,77.89618035558956,71.95116252864742
13.613263052744433,87.5869720194873,56.193499257283705
11.81052556078653,41.8721848725756,42.04291635625165
26.864024221797372,27.60273381748825,85.6130824008764
26.187688042170002,86.76833285408637,55.26170847429782
11.936211256166807,89.24781721210235,37.39184305841403
27.252717463256214,87.1738471374956,31.89771454208366
22.556742153844326,53.906676774066895,65.76994315419748
27.21636771421657,17.652330542557305,51.74765269947743
34.65882431933622,14.997001771280566,42.99038632281342
26.57375346013199,29.320479649590975,89.74756883611897
18.732948987955808,37.689253730802264,39.98336703329035
14.31647091628162,46.530223136102535,67.12453937680054
30.1159803476218,56.0829800881169,88.17554822411125
17.4626844517336,20.19694797924669,46.02913669712602
10.290802733280826,51.70875214586827,63.87076713723654
21.975630130615237,98.71849586730185,41.537575349202584
26.09830373725757,84.32694764147998,59.53472653809293
33.464966421645634,53.0488174956171,60.3936507968364
13.855928542385325,48.46415712703271,83.33450689849366
16.296822178965606,77.98133200249637,40.41898155495154
28.220562022715082,11.375331278316343,64.96145620122434
33.626269835083434,93.14958832870502,59.98045875269085
20.416217602734186,36.3462952482834,85.88821140255233
23.81337926060386,88.36966654073144,78.79416611275965
32.69806426210115,69.39103329828794,88.04164412957886
13.292476762622817,15.653976564108033,41.101027706615014
22.77692373402634,78.78981900565513,49.47249435667338
13.795176159007196,35.20093498126027,57.81401023235169
24.938648967978487,67.09531872318018,43.195443254581285
33.93938628967415,80.99123651172448,56.93685817036789
28.951124369109955,75.85575327107938,68.18890258255142
10.218775467128962,39.825331619777266,30.076946755044514
30.280488711674565,22.053686300728813,66.2462739914229
26.992496189798935,12.418808954850551,85.8755857836528
32.908821170471484,63.83736571865337,88.06335692777269
32.104027694934004,63.438369321948684,48.4261863046394
21.79289994532487,15.723963764171112,31.680972362565367
17.63207832537725,75.62278432900344,52.788569465544185
22.67004590394226,43.24928944003551,75.94159623850139
12.014331868434873,46.368214139023905,48.54747641018565
32.77378698671448,40.247452799948,67.66097947756342
12.079013937864865,15.645230437050273,67.93222158107861
26.19592660865764,57.42375308159011,75.06314395025603
17.66131610615424,22.653273000477334,86.11181818706714
12.005299392895546,12.236226204206517,72.52057750583513
23.507352742252337,13.285292603361409,58.96735537946806
26.267303527194226,81.10104467798361,40.39550052316348
28.90375116162929,29.071788926826855,65.32057008398081
27.27185718780861,73.12450600949978,45.55035292452419
29.372948073395094,94.2381257211151,82.44241702468956
28.771301370003265,68.98580316014466,64.24224329586983
15.709525986084449,19.180816637093756,49.655100260783456
15.665301580172134,78.95757281371775,75.15015751404565
